# genome_length_bp=4641652
old_locus_tag,locus_tag,start,end,strand,biotype
EG11635,nohD,580834,581379,+,protein_coding
G0-16718,aaaD,581354,581662,+,protein_coding
G6315,tfaD,581534,582097,+,protein_coding
G6316,ybcY,582152,582806,-,protein_coding
G6317,tfaX,582875,583060,+,protein_coding
EG10050,appY,583681,584430,+,protein_coding
EG10673,ompT,584680,585633,-,protein_coding
EG10268,envY,586147,586908,-,protein_coding
EG12448,ybcH,587091,587981,-,protein_coding
EG11740,nfrA,587982,590954,-,protein_coding
EG11739,nfrB,590941,593178,-,protein_coding
G6318,cusS,593328,594770,-,protein_coding
G6319,cusR,594760,595443,-,protein_coding
G6320,cusC,595600,596973,+,protein_coding
G6321,cusF,597131,597463,+,protein_coding
G6322,cusB,597479,598702,+,protein_coding
EG12367,cusA,598714,601857,+,protein_coding
EG10708,pheP,601959,603335,+,protein_coding
G6323,ybdG,603416,604663,-,protein_coding
EG50005,nfsB,604771,605424,-,protein_coding
G6324,ybdF,605518,605886,-,protein_coding
G6325,ybdJ,605951,606199,-,protein_coding
G6326,ybdK,606265,607383,-,protein_coding
G0-17110,sokE,607733,607792,-,protein_coding
G0-16677,b4700,607734,607792,+,protein_coding
G0-9582,hokE,607836,607988,+,protein_coding
G6327,insL2,608065,609177,+,protein_coding
EG10262,entD,609459,610079,-,protein_coding
EG10293,fepA,610254,612494,-,protein_coding
EG10299,fes,612737,613939,+,protein_coding
G0-10437,ybdZ,613942,614160,+,protein_coding
EG10264,entF,614157,618038,+,protein_coding
EG10297,fepE,618254,619387,+,protein_coding
EG10295,fepC,619384,620199,-,protein_coding
EG10298,fepG,620196,621188,-,protein_coding
EG10296,fepD,621185,622189,-,protein_coding
EG11104,entS,622300,623550,+,protein_coding
EG10294,fepB,623554,624510,-,protein_coding
EG10261,entC,624885,626060,+,protein_coding
EG10263,entE,626070,627680,+,protein_coding
EG10260,entB,627694,628551,+,protein_coding
EG10259,entA,628551,629297,+,protein_coding
EG11105,entH,629300,629713,+,protein_coding
EG10167,cstA,629894,631999,+,protein_coding
G0-10438,ybdD,632182,632379,+,protein_coding
EG12692,hcxA,632389,633477,-,protein_coding
G6329,ybdL,633586,634746,+,protein_coding
G6330,ybdM,634747,635376,-,protein_coding
G6331,ybdN,635349,636569,-,protein_coding
G6332,citR,636716,637618,-,protein_coding
G6333,dsbG,637827,638573,-,protein_coding
EG11384,ahpC,638945,639508,+,protein_coding
EG11385,ahpF,639753,641318,+,protein_coding
G6334,uspG,641439,641867,-,protein_coding
G6335,ybdR,642088,643326,+,protein_coding
G0-16729,yldA,643330,643419,-,protein_coding
G6336,null,643407,643868,+,protein_coding
G6337,rnk,643557,643967,-,protein_coding
EG10856,rna,644197,645003,-,protein_coding
G6338,citT,645117,646580,-,protein_coding
G6339,citG,646631,647509,-,protein_coding
G6340,citX,647484,648035,-,protein_coding
G6341,citF,648039,649571,-,protein_coding
G6342,citE,649582,650490,-,protein_coding
G6343,citD,650487,650783,-,protein_coding
G6344,citC,650798,651856,-,protein_coding
G6345,dpiB,652235,653893,+,protein_coding
G6346,dpiA,653862,654542,+,protein_coding
G6347,dcuC,654583,655968,-,protein_coding
EG12180,pagP,656557,657117,+,protein_coding
EG12179,cspE,657292,657501,+,protein_coding
EG12209,crcB,657555,657938,-,protein_coding
EG12208,ybeM,658031,658818,+,protein_coding
EG11305,tatE,658947,659150,+,protein_coding
EG11306,lipA,659251,660216,-,protein_coding
EG11594,ybeF,660425,661378,-,protein_coding
EG11591,lipB,661637,662278,-,protein_coding
EG11592,ybeD,662379,662642,-,protein_coding
EG10201,dacA,662752,663963,-,protein_coding
EG10854,rlpA,664102,665190,-,protein_coding
EG10607,mrdB,665201,666313,-,protein_coding
EG10606,mrdA,666316,668217,-,protein_coding
EG11254,rlmH,668248,668715,-,protein_coding
EG11255,rsfS,668719,669036,-,protein_coding
G6349,cobC,669296,669907,-,protein_coding
G6350,nadD,669931,670572,-,protein_coding
EG11412,holA,670574,671605,-,protein_coding
EG10855,lptE,671605,672186,-,protein_coding
EG10532,leuS,672201,674783,-,protein_coding
EG12851,ybeL,675018,675500,+,protein_coding
G6351,ybeQ,675570,676547,-,protein_coding
G6352,ybeR,676711,677418,+,protein_coding
G6353,djlB,677415,678842,+,protein_coding
G6354,ybeT,678852,679406,-,protein_coding
G6355,ybeU,679508,680215,+,protein_coding
G6356,djlC,680212,681663,+,protein_coding
G6357,hscC,681723,683393,-,protein_coding
G6358,rihA,683477,684412,-,protein_coding
EG12663,gltL,684530,685255,-,protein_coding
EG12662,gltK,685255,685929,-,protein_coding
EG12661,gltJ,685929,686669,-,protein_coding
G0-9383,sroC,686681,686843,-,protein_coding
G6359,gltI,686839,687747,-,protein_coding
G6360,insH3,687997,688977,-,protein_coding
EG10168,lnt,689343,690881,-,protein_coding
G6361,ybeX,690906,691784,-,protein_coding
G6362,ybeY,691874,692341,-,protein_coding
G6363,ybeZ,692338,693378,-,protein_coding
G6364,miaB,693531,694955,-,protein_coding
G6365,ubiF,695101,696276,+,protein_coding
EG30031,glnX,696430,696504,-,protein_coding
EG30029,glnV,696542,696616,-,protein_coding
EG30059,metU,696664,696740,-,protein_coding
EG30030,glnW,696756,696830,-,protein_coding
EG30028,glnU,696865,696939,-,protein_coding
EG30052,leuW,696963,697047,-,protein_coding
EG30058,metT,697057,697133,-,protein_coding
EG10092,asnB,697513,699177,-,protein_coding
EG10634,umpH,699574,700326,-,protein_coding
EG10636,nagC,700374,701594,-,protein_coding
EG10632,nagA,701603,702751,-,protein_coding
EG10633,nagB,702811,703611,-,protein_coding
EG10635,nagE,703944,705890,+,protein_coding
EG10390,glnS,706093,707757,+,protein_coding
G0-17083,chiZ,708236,708333,+,protein_coding
G6370,chiP,708334,709740,+,protein_coding
G6371,chiQ,709790,710116,+,protein_coding
EG10359,fur,710200,710646,-,protein_coding
G0-10580,uof,710639,710725,-,protein_coding
EG10318,fldA,710935,711465,-,protein_coding
EG11775,ybfE,711605,711898,-,protein_coding
EG11776,ybfF,712038,712802,-,protein_coding
EG12197,seqA,712987,713532,+,protein_coding
EG12144,pgm,713558,715198,+,protein_coding
G6374,ybfP,715412,715906,+,protein_coding
EG11778,ybfG,715947,716597,-,protein_coding
G0-16714,ybfI,716721,716870,-,protein_coding
EG10753,potE,716946,718265,-,protein_coding
EG10964,speF,718262,720460,-,protein_coding
G0-10586,ybfK,720583,720840,+,protein_coding
G0-17074,speFL,720718,720822,-,protein_coding
EG10517,kdpE,721056,721733,-,protein_coding
EG10516,kdpD,721730,724414,-,protein_coding
EG10515,kdpC,724407,724979,-,protein_coding
EG10514,kdpB,724988,727036,-,protein_coding
EG10513,kdpA,727059,728732,-,protein_coding
G0-10439,kdpF,728732,728821,-,protein_coding
EG11521,ybfA,729134,729340,+,protein_coding
EG10848,rhsC,729583,733776,+,protein_coding
G8203,null,733370,733591,+,protein_coding
EG11522,ybfB,733776,734102,+,protein_coding
G6376,ybfO,734220,735653,+,protein_coding
EG11523,ybfC,735650,736219,+,protein_coding
G0-10440,ybfQ,736445,736699,+,protein_coding
G6377,ybfL,736900,737961,+,protein_coding
EG11524,ybfD,738092,738853,+,protein_coding
EG11108,ybgA,739001,739510,+,protein_coding
EG10736,phr,739507,740925,+,protein_coding
G6378,dtpD,741075,742556,-,protein_coding
G6379,ybgI,742827,743570,+,protein_coding
G6380,pxpB,743593,744249,+,protein_coding
G6381,pxpC,744243,745175,+,protein_coding
G6382,pxpA,745165,745899,+,protein_coding
G6383,nei,745935,746726,+,protein_coding
G6384,abrB,746723,747769,-,protein_coding
G6385,ybgO,747921,748982,-,protein_coding
G6386,ybgP,748979,749707,-,protein_coding
G6387,ybgQ,749722,752169,-,protein_coding
EG12359,ybgD,752229,752795,-,protein_coding
EG10402,gltA,753185,754468,-,protein_coding
G0-17014,ybgV,754658,754690,-,protein_coding
G0-16730,ybgU,754674,754781,-,protein_coding
EG10933,sdhC,755177,755566,+,protein_coding
EG10934,sdhD,755560,755907,+,protein_coding
EG10931,sdhA,755907,757673,+,protein_coding
EG10932,sdhB,757689,758405,+,protein_coding
G6388,b0725,758464,758724,+,protein_coding
EG10979,sucA,758706,761507,+,protein_coding
EG10980,sucB,761522,762739,+,protein_coding
EG10981,sucC,763014,764180,+,protein_coding
EG10982,sucD,764180,765049,+,protein_coding
G0-17009,sdhX,765050,765150,+,protein_coding
EG11109,mngR,765153,765875,-,protein_coding
EG13235,mngA,765984,767960,+,protein_coding
EG13236,mngB,767978,770611,+,protein_coding
EG10173,cydA,771458,773026,+,protein_coding
EG10174,cydB,773042,774181,+,protein_coding
G0-10441,cydX,774196,774309,+,protein_coding
EG12395,ybgE,774309,774602,+,protein_coding
EG11110,ybgC,774752,775156,+,protein_coding
EG11010,tolQ,775153,775845,+,protein_coding
EG11011,tolR,775849,776277,+,protein_coding
EG11007,tolA,776342,777607,+,protein_coding
EG11008,tolB,777740,779032,+,protein_coding
EG10684,pal,779067,779588,+,protein_coding
EG12854,cpoB,779598,780389,+,protein_coding
EG30055,lysT,780554,780629,+,protein_coding
EG30109,valT,780765,780840,+,protein_coding
EG30057,lysW,780843,780918,+,protein_coding
G6389,valZ,781068,781143,+,protein_coding
G6390,lysY,781147,781222,+,protein_coding
G6391,lysZ,781369,781444,+,protein_coding
G6392,lysQ,781577,781652,+,protein_coding
EG10630,nadA,782085,783128,+,protein_coding
EG11700,pnuC,783166,783885,+,protein_coding
G6393,zitB,783882,784823,-,protein_coding
G6394,ybgS,784937,785317,-,protein_coding
EG10079,aroG,785633,786685,+,protein_coding
EG11699,gpmA,786843,787595,-,protein_coding
EG11698,galM,787797,788837,-,protein_coding
EG10363,galK,788831,789979,-,protein_coding
EG10366,galT,789983,791029,-,protein_coding
EG10362,galE,791039,792055,-,protein_coding
EG11677,modF,792316,793788,-,protein_coding
G6395,modE,793856,794644,-,protein_coding
G6396,acrZ,794773,794922,+,protein_coding
EG12427,modA,795089,795862,+,protein_coding
EG10002,modB,795862,796551,+,protein_coding
EG10152,modC,796554,797612,+,protein_coding
EG11239,ybhA,797613,798431,-,protein_coding
G6397,pgl,798586,799581,+,protein_coding
G6398,ybhD,799622,800575,-,protein_coding
G6399,ybhH,800759,801811,+,protein_coding
G6400,ybhI,801887,803320,+,protein_coding
G6401,ybhJ,803503,805764,+,protein_coding
EG12875,ybhC,805998,807281,-,protein_coding
EG11238,ybhB,807433,807909,-,protein_coding
EG10117,bioA,807968,809257,-,protein_coding
EG10118,bioB,809344,810384,+,protein_coding
EG10121,bioF,810381,811535,+,protein_coding
EG10119,bioC,811522,812277,+,protein_coding
EG10120,bioD,812270,812947,+,protein_coding
G0-10587,ybhU,813114,813251,-,protein_coding
EG11062,uvrB,813526,815547,+,protein_coding
G6402,ybhK,815739,816647,-,protein_coding
EG11595,moaA,817044,818033,+,protein_coding
EG11596,moaB,818055,818567,+,protein_coding
EG11666,moaC,818570,819055,+,protein_coding
EG11597,moaD,819048,819293,+,protein_coding
EG11598,moaE,819295,819747,+,protein_coding
G6403,ybhL,819884,820588,+,protein_coding
G6404,ybhM,820793,821506,+,protein_coding
G6405,ybhN,821542,822498,-,protein_coding
G6406,clsB,822498,823739,-,protein_coding
G6407,ybhP,823736,824497,-,protein_coding
G6408,ybhQ,824630,825040,+,protein_coding
G6409,ybhR,825002,826108,-,protein_coding
G6410,ybhS,826119,827252,-,protein_coding
G6411,ybhF,827245,828981,-,protein_coding
G6412,ybhG,828974,829972,-,protein_coding
EG12406,cecR,829972,830643,-,protein_coding
EG11235,rhlE,830872,832236,+,protein_coding
EG11579,ybiA,832468,832950,-,protein_coding
EG11357,dinG,833070,835220,+,protein_coding
EG11580,ybiB,835248,836210,+,protein_coding
EG11581,hcxB,836351,837436,+,protein_coding
G0-17089,zbiJ,837435,837531,-,protein_coding
G0-17015,ybiE,837503,837562,+,protein_coding
EG12422,ybiJ,837665,837925,-,protein_coding
EG12421,ybiI,838190,838456,-,protein_coding
G6413,ybiX,838530,839207,-,protein_coding
G6414,fiu,839249,841531,-,protein_coding
G6415,mcbA,841796,842056,-,protein_coding
G6416,rlmF,842332,843258,+,protein_coding
G6417,ybiO,843255,845480,-,protein_coding
EG10389,glnQ,845741,846463,-,protein_coding
EG10388,glnP,846460,847119,-,protein_coding
EG10386,glnH,847258,848004,-,protein_coding
EG11415,dps,848408,848911,-,protein_coding
EG12134,rhtA,849210,850097,-,protein_coding
G0-16731,yliM,850332,850397,+,protein_coding
EG12117,ompX,850450,850965,+,protein_coding
G6418,opgE,851014,852597,-,protein_coding
G6419,yliL,852671,852940,+,protein_coding
G0-8881,rybA,852725,853064,-,protein_coding
G0-10715,mntS,852869,852997,-,protein_coding
G6420,mntR,853183,853650,+,protein_coding
G6421,ybiR,853647,854765,+,protein_coding
G6422,ldtB,854824,855744,-,protein_coding
G6423,ybiT,855963,857555,+,protein_coding
G6424,ybiU,857796,859061,-,protein_coding
G6425,ybiV,859213,860028,-,protein_coding
G6426,ybiW,860174,862606,-,protein_coding
G6427,ybiY,862612,863511,-,protein_coding
G6428,fsaA,863642,864304,+,protein_coding
EG10154,moeB,864380,865129,-,protein_coding
EG10153,moeA,865129,866364,-,protein_coding
EG12407,iaaA,866568,867533,+,protein_coding
G6429,gsiA,867520,869391,+,protein_coding
G6430,gsiB,869411,870949,+,protein_coding
G6431,gsiC,870967,871887,+,protein_coding
G6432,gsiD,871890,872801,+,protein_coding
G6433,pdeI,872979,875327,+,protein_coding
G6434,dgcI,875335,876663,+,protein_coding
G6435,rimO,876710,878035,-,protein_coding
G6436,bssR,878248,878631,+,protein_coding
G6437,yliI,878742,879857,+,protein_coding
G6438,gstB,879854,880480,-,protein_coding
EG10203,dacC,880727,881929,+,protein_coding
EG10223,deoR,881976,882734,-,protein_coding
G6439,ybjG,882792,883388,-,protein_coding
G6440,mdfA,883673,884905,+,protein_coding
G6441,ybjH,884946,885230,-,protein_coding
G6442,ybjI,885316,886131,-,protein_coding
G6443,ybjJ,886131,887339,-,protein_coding
G6444,rcdA,887423,887959,+,protein_coding
G0-8880,rybB,887979,888057,-,protein_coding
G6445,ybjL,888134,889819,-,protein_coding
G6446,ybjM,890089,890466,+,protein_coding
EG10417,grxA,890496,890753,-,protein_coding
EG12842,ybjC,890913,891200,+,protein_coding
EG11261,nfsA,891184,891906,+,protein_coding
EG10852,rimK,891967,892869,+,protein_coding
G6447,ybjN,892957,893433,+,protein_coding
EG11629,potF,893784,894896,+,protein_coding
EG11630,potG,894991,896124,+,protein_coding
EG11631,potH,896134,897087,+,protein_coding
EG11632,potI,897084,897929,+,protein_coding
G6448,ybjO,897989,898477,+,protein_coding
G6449,rlmC,898518,899645,+,protein_coding
EG11628,artJ,899844,900575,-,protein_coding
EG11627,artM,900866,901534,-,protein_coding
EG11626,artQ,901534,902250,-,protein_coding
EG11625,artI,902257,902988,-,protein_coding
EG11624,artP,903006,903734,-,protein_coding
G6450,ybjP,903952,904467,-,protein_coding
G6451,ybjQ,904593,904916,+,protein_coding
G6452,amiD,904913,905743,+,protein_coding
G6453,ybjS,905740,906753,-,protein_coding
G6454,ybjT,906852,908282,-,protein_coding
G6455,ltaE,908293,909294,-,protein_coding
EG10754,poxB,909331,911049,-,protein_coding
G6456,hcr,911182,912150,-,protein_coding
G6457,hcp,912162,913814,-,protein_coding
G6458,lysO,913958,914857,-,protein_coding
EG13270,aqpZ,915352,916047,-,protein_coding
G6459,ybjD,916473,918131,+,protein_coding
G6460,ybjX,918128,919120,-,protein_coding
G6461,macA,919235,920350,+,protein_coding
G6462,macB,920347,922293,+,protein_coding
EG11111,cspD,922366,922590,-,protein_coding
G0-17016,yljB,922740,922814,+,protein_coding
G6463,clpS,922913,923233,+,protein_coding
EG10156,clpA,923264,925540,+,protein_coding
EG30096,serW,925884,925971,-,protein_coding
EG10504,infA,926225,926443,-,protein_coding
EG11112,aat,926728,927432,-,protein_coding
EG10012,cydC,927474,929195,-,protein_coding
EG11405,cydD,929196,930962,-,protein_coding
EG11032,trxB,931085,932050,-,protein_coding
EG10547,lrp,932595,933089,+,protein_coding
G6464,ftsK,933224,937213,+,protein_coding
G6465,lolA,937372,937983,+,protein_coding
EG12690,rarA,937994,939337,+,protein_coding
EG10947,serS,939428,940720,+,protein_coding
EG10232,dmsA,940959,943403,+,protein_coding
EG10233,dmsB,943414,944031,+,protein_coding
EG10234,dmsC,944033,944896,+,protein_coding
EG11241,ycaC,944931,945557,-,protein_coding
EG11242,ycaD,945871,947019,+,protein_coding
G6466,ycaM,947229,948659,+,protein_coding
G6467,ycaN,948660,949568,-,protein_coding
EG12702,ycaK,949668,950258,+,protein_coding
EG10028,pflA,950340,951080,-,protein_coding
EG10701,pflB,951272,953554,-,protein_coding
EG11258,focA,953609,954466,-,protein_coding
G6468,ycaO,954872,956632,-,protein_coding
G6469,ycaP,956762,957454,+,protein_coding
EG10946,serC,957653,958741,+,protein_coding
EG10073,aroA,958812,960095,+,protein_coding
G6470,ycaL,960264,961028,+,protein_coding
EG11265,cmk,961201,961884,+,protein_coding
EG10900,rpsA,961995,963668,+,protein_coding
EG10441,ihfB,963828,964112,+,protein_coding
EG12375,ycaI,964320,966584,+,protein_coding
EG10613,msbA,966621,968369,+,protein_coding
EG11409,lpxK,968366,969352,+,protein_coding
G6471,ycaQ,969389,970621,+,protein_coding
G6472,ycaR,970673,970855,+,protein_coding
EG10519,kdsB,970852,971598,+,protein_coding
G6473,ycbJ,971752,972645,+,protein_coding
EG12166,elyC,972622,973401,-,protein_coding
EG12167,cmoM,973537,974322,+,protein_coding
EG12165,mukF,974319,975641,+,protein_coding
EG11252,mukE,975622,976326,+,protein_coding
EG10618,mukB,976326,980786,+,protein_coding
EG11253,ldtD,981047,982894,+,protein_coding
G6474,mepK,983075,983623,+,protein_coding
G6475,gloC,983650,984297,+,protein_coding
EG10096,aspC,984519,985709,-,protein_coding
EG10671,ompF,985894,986982,-,protein_coding
EG10094,asnS,987585,988985,-,protein_coding
EG10742,pncB,989154,990356,-,protein_coding
EG10696,pepN,990622,993234,+,protein_coding
EG12358,ssuB,993277,994044,-,protein_coding
G6476,ssuC,994041,994832,-,protein_coding
G6477,ssuD,994843,995988,-,protein_coding
G6478,ssuA,995985,996944,-,protein_coding
G6479,ssuE,996937,997512,-,protein_coding
G6480,elfA,997868,998407,+,protein_coding
G6481,elfD,998490,999191,+,protein_coding
G6482,elfC,999216,1001816,+,protein_coding
G6483,elfG,1001807,1002877,+,protein_coding
G6484,ycbU,1002889,1003431,+,protein_coding
G6485,ycbV,1003439,1003954,+,protein_coding
EG12397,ycbF,1003947,1004657,+,protein_coding
EG10807,pyrD,1004768,1005778,+,protein_coding
G6486,zapC,1005952,1006494,+,protein_coding
G6487,ycbX,1006491,1007600,-,protein_coding
G6488,rlmL,1007844,1009952,+,protein_coding
G6489,uup,1009964,1011871,+,protein_coding
G6490,pqiA,1012001,1013254,+,protein_coding
G6491,pqiB,1013259,1014899,+,protein_coding
G6492,pqiC,1014896,1015459,+,protein_coding
